filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-10-03-03 Leave Salary Surrender-Driver 1 1 1,10,0.0,-3.0,-0.0,210.0,-10.0,-3.0,-3.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,க(cid:177)ைணத்ெதாைக,1,177.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-10-04-02 Ex-Gratia 1 1 1,10,0.0,-3.0,-0.0,210.0,-10.0,-4.0,-2.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,ம(cid:177)த்(cid:171)வ ெசலவினம் ஈ(cid:169) ெசய்தல்,3,177.0,171.0,169.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,healthcare,A 00-03-00 210-20-01-00 Reimbursement of Medical Expenses 6 10 200 200,11,0.0,-3.0,-0.0,210.0,-20.0,-1.0,-0.0,6.0,10.0,200.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,பயணச்ச(cid:179)ைக,1,179.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-20-02-00 Leave Travel Concession 1 50 50,10,0.0,-3.0,-0.0,210.0,-20.0,-2.0,-0.0,1.0,50.0,50.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,சீ(cid:177)ைட - ஒட்(cid:169)நர்,2,177.0,169.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-20-04-01 Uniform-Driver 10 10 10,10,0.0,-3.0,-0.0,210.0,-20.0,-4.0,-1.0,10.0,10.0,10.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,சீ(cid:177)ைட - அ(cid:179)வலக உதவியாளர்,2,177.0,179.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-20-04-03 Uniform-Office Assistant 17 30 30 30,11,0.0,-3.0,-0.0,210.0,-20.0,-4.0,-3.0,17.0,30.0,30.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,பயிற்சி - அ(cid:179)வலர்,1,179.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-20-06-01 Training-Officer 1 1 1,10,0.0,-3.0,-0.0,210.0,-20.0,-6.0,-1.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,ம(cid:177)த்(cid:171)வமைன ம(cid:177)த்(cid:171)வ ெசல(cid:182)- அ(cid:179)வலர்,6,177.0,171.0,177.0,171.0,182.0,179.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,healthcare,A 00-03-00 210-20-08-01 Hospitalisation Benefits-Officer 5 5 5,10,0.0,-3.0,-0.0,210.0,-20.0,-8.0,-1.0,5.0,5.0,5.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,ம(cid:177)த்(cid:171)வமைன ம(cid:177)த்(cid:171)வ ெசல(cid:182)- பணியாளர்,5,177.0,171.0,177.0,171.0,182.0,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,healthcare,A 00-03-00 210-20-08-02 Hospitalisation Benefits-Staff 5 5 5,10,0.0,-3.0,-0.0,210.0,-20.0,-8.0,-2.0,5.0,5.0,5.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,நலவசதி ெசல(cid:182)-அ(cid:179)வலர்,2,182.0,179.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,social_welfare,A 00-03-00 210-20-10-01 Staff welfare expenses-Officer 36 100 100 100,11,0.0,-3.0,-0.0,210.0,-20.0,-10.0,-1.0,36.0,100.0,100.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,நலவசதி ெசல(cid:182)-பணியாளர்,1,182.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,social_welfare,A 00-03-00 210-20-10-02 Staff welfare expenses-Staff 1 10 10 10,11,0.0,-3.0,-0.0,210.0,-20.0,-10.0,-2.0,1.0,10.0,10.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,நலவசதி ெசல(cid:182)-ஒட்(cid:169)நர்,2,182.0,169.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,social_welfare,A 00-03-00 210-20-10-03 Staff welfare expenses-Driver 8 10 10 10,11,0.0,-3.0,-0.0,210.0,-20.0,-10.0,-3.0,8.0,10.0,10.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,இ.அ.ஆ பணி அதிகாரிகள் குழந்ைதகளின் கல்வி ெசல(cid:160)(cid:169),2,160.0,169.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,revenue_admin,A 00-03-00 210-20-14-00 Reimbursement of Tution fee for IAS Officers 1 1 1,10,0.0,-3.0,-0.0,210.0,-20.0,-14.0,-0.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,ஓய்(cid:201)தியம் பங்களிப்(cid:174)-அயற்பணியாளர்-க(cid:177)(cid:201)லம் மற்(cid:178)ம் கணக்குத் (cid:171)ைற,6,201.0,174.0,177.0,201.0,178.0,171.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-30-04-01 Pension contribution to Deputationist-Treasuries 897 3000 2000 2000,11,0.0,-3.0,-0.0,210.0,-30.0,-4.0,-1.0,897.0,3000.0,2000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,ஓய்(cid:201)தியம் பங்களிப்(cid:174)-அயற்பணியாளர்-நிதித் (cid:171)ைற,3,201.0,174.0,171.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,2,camelot,other,A 00-03-00 210-30-04-04 Pension contribution to Deputationist-Finance 348 1000 1500 1500,11,0.0,-3.0,-0.0,210.0,-30.0,-4.0,-4.0,348.0,1000.0,1500.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,2022-2023 2023-2024 2023-2024 2024-2025,8,2022.0,-2023.0,2023.0,-2024.0,2023.0,-2024.0,2024.0,-2025.0,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,((cid:196)பாய் ஆயிரத்தில்),1,196.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,ஓய்(cid:201)தியம் பங்களிப்(cid:174)-அயற்பணியாளர்- k‰wt®,2,201.0,174.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,A 00-03-00 210-30-04-07 Pension contribution to Deputationist-Other 1 1 1,10,0.0,-3.0,-0.0,210.0,-30.0,-4.0,-7.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,வி(cid:169)ப்(cid:174) ஒப்பைடப்(cid:174) - அ(cid:179)வலர் மற்(cid:178)ம் பணியாளர்,5,169.0,174.0,174.0,179.0,178.0,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,A 00-03-00 210-40-01-01 Leave encashment-Officer and staff 9905 10000 16000 20000,11,0.0,-3.0,-0.0,210.0,-40.0,-1.0,-1.0,9905.0,10000.0,16000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,ஈட்டிய வி(cid:169)ப்(cid:174) சம்பளம் பங்களிப்(cid:174)-அயற்பணியாளர்-க(cid:177)(cid:201)லம் மற்(cid:178)ம் கணக்குத் (cid:171)ைற,7,169.0,174.0,174.0,177.0,201.0,178.0,171.0,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,A 00-03-00 210-40-04-01 Leave salary contribution to Deputationist-Treasuries 529 1000 1000 1000,11,0.0,-3.0,-0.0,210.0,-40.0,-4.0,-1.0,529.0,1000.0,1000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,ஈட்டிய வி(cid:169)ப்(cid:174) சம்பளம் பங்களிப்(cid:174)-அயற்பணியாளர்-நிதித் (cid:171)ைற,4,169.0,174.0,174.0,171.0,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,A 00-03-00 210-40-04-04 Leave salary contribution to Deputationist-Finance 115 500 500 500,11,0.0,-3.0,-0.0,210.0,-40.0,-4.0,-4.0,115.0,500.0,500.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,ஈட்டிய வி(cid:169)ப்(cid:174) சம்பளம் பங்களிப்(cid:174)-அயற்பணியாளர்-k‰wt®,3,169.0,174.0,174.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,3,camelot,other,A 00-03-00 210-40-04-07 Leave salary contribution to Deputationist-Others 1 1 1,10,0.0,-3.0,-0.0,210.0,-40.0,-4.0,-7.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,((cid:196)பாய் ஆயிரத்தில்),1,196.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,பயணச் ெசல(cid:182)-மற்றைவ,1,182.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,A 00-03-00 220-30-03-03 Travelling expenses-Others 30 50 100 100,11,0.0,-3.0,-0.0,220.0,-30.0,-3.0,-3.0,30.0,50.0,100.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,revenue_admin,A 00-03-00 220-50-00-00 Audit Fees 17293 20000 20000 20000,11,0.0,-3.0,-0.0,220.0,-50.0,-0.0,-0.0,17293.0,20000.0,20000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,மின் ஆ(cid:180)ைம-கலந்தற்குறியர் கட்டணம்-ஒப்பந்ததாரர்,1,180.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,A 00-03-00 220-53-01-02 E-Gov Design and Consultancy Charges-Vendors 1 1 1,10,0.0,-3.0,-0.0,220.0,-53.0,-1.0,-2.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,வி(cid:177)ந்ேதாம்பல் ெசல(cid:182)-மற்றைவ,2,177.0,182.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,healthcare,A 00-03-00 220-61-06-00 Hospitality expenses-Other Programmes 198 200 300 300,11,0.0,-3.0,-0.0,220.0,-61.0,-6.0,-0.0,198.0,200.0,300.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,உ(cid:178)ப்பினர் கட்டணம்,1,178.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,A 00-03-00 220-62-01-00 Association Membership 1 1 1,10,0.0,-3.0,-0.0,220.0,-62.0,-1.0,-0.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,பரிசு மற்(cid:178)ம் வி(cid:177)(cid:171),3,178.0,177.0,171.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,A 00-03-00 220-80-01-00 Prizes and Awards 2 10 10 10,11,0.0,-3.0,-0.0,220.0,-80.0,-1.0,-0.0,2.0,10.0,10.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,other,வ(cid:177)மான வரி தாக்கல் ெசய்த(cid:179)க்கான கட்டணம்,2,177.0,179.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,4,camelot,revenue_admin,A 00-03-00 220-80-07-00 Income Tax Return Filling Charges 15 30 30 30,11,0.0,-3.0,-0.0,220.0,-80.0,-7.0,-0.0,15.0,30.0,30.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,2022-2023 2023-2024 2023-2024 2024-2025,8,2022.0,-2023.0,2023.0,-2024.0,2023.0,-2024.0,2024.0,-2025.0,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,((cid:196)பாய் ஆயிரத்தில்),1,196.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,(cid:169)பிட்ேகா (SRP) கட(cid:173)க்கான வட்டி,2,169.0,173.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,A 00-03-00 240-30-06-01 Interest on TUFDCO (SRP) Loan 38044 45000 36000 25000,11,0.0,-3.0,-0.0,240.0,-30.0,-6.0,-1.0,38044.0,45000.0,36000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,மிைகப்பற்(cid:178)க்கான வட்டி,1,178.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,A 00-03-00 240-50-02-00 Interest on Overdraft 199715 450000 7500 0,11,0.0,-3.0,-0.0,240.0,-50.0,-2.0,-0.0,199715.0,450000.0,7500.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,வங்கி கட(cid:173)க்கான வட்டி,1,173.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,A 00-03-00 240-70-00-00 Interest on Bank Loan 196990 350000 258500 210000,11,0.0,-3.0,-0.0,240.0,-70.0,-0.0,-0.0,196990.0,350000.0,258500.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,உலக வங்கி கட(cid:173)க்கான வட்டி,1,173.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,5,camelot,other,A 00-03-00 240-70-00-01 Interest on World Bank Loan 604943 568000 600000 560000,11,0.0,-3.0,-0.0,240.0,-70.0,-0.0,-1.0,604943.0,568000.0,600000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,210-பணியாளர் ெசலவினம்,1,210.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,210-ESTABLISHMENT EXPENSES BUDGET FORM NO F2 31036 39644 40144 42644,6,210.0,2.0,31036.0,39644.0,40144.0,42644.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,220-அ(cid:179)வலக ெசல(cid:182)கள்,3,220.0,179.0,182.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,220-ADMINISTRATIVE EXPENSES FORM NO F3 20850 10768 13317 13317,6,220.0,3.0,20850.0,10768.0,13317.0,13317.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,230-இயக்குதல் மற்(cid:178)ம் பராமரிப்(cid:174) ெசலவினங்கள்,3,230.0,178.0,174.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,230-OPERATION AND MAINTENANCE EXPENSES FORM NO F4 408719 32003 64938 22003,6,230.0,4.0,408719.0,32003.0,64938.0,22003.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,250-திட்டச் ெசலவினங்கள்,1,250.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,250- PROGRAMME EXPENSES FORM NO F6 0 2000 8200 8500,6,250.0,6.0,0.0,2000.0,8200.0,8500.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,272-ேதய்மானம்,1,272.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,272-DEPRECIATION FORM NO F10 10019 21020 14020 18020,6,272.0,10.0,10019.0,21020.0,14020.0,18020.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,TOTAL 470624 105435 140619 104484,4,470624.0,105435.0,140619.0,104484.0,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,210-பணியாளர் ெசலவினம்,1,210.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,210-பணியாளர் ெசலவினம்,1,210.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,FORM NO F2 210-ESTABLISHMENT EXPENSES BUDGET,2,2.0,210.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,சம்பளம் - அ(cid:179)வலர்,1,179.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,B 20-28-00 210-10-01-01 Salaries and Allowances-Officer 17619 21500 20000 21000,11,20.0,-28.0,-0.0,210.0,-10.0,-1.0,-1.0,17619.0,21500.0,20000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,B 20-28-00 210-10-01-02 Salaries and Allowances-Staff 12601 15000 17000 18500,11,20.0,-28.0,-0.0,210.0,-10.0,-1.0,-2.0,12601.0,15000.0,17000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,ஈட்டிய வி(cid:169)ப்(cid:174) சம்பளம்- அ(cid:179)வலர்,3,169.0,174.0,179.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,B 20-28-00 210-10-03-01 Leave Salary Surrender-Officer 1 1 1,10,20.0,-28.0,-0.0,210.0,-10.0,-3.0,-1.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,ஈட்டிய வி(cid:169)ப்(cid:174) சம்பளம்- பணியாளர்,2,169.0,174.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,B 20-28-00 210-10-03-02 Leave Salary Surrender-Staff 1 1 1,10,20.0,-28.0,-0.0,210.0,-10.0,-3.0,-2.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,ம(cid:177)த்(cid:171)வ ெசலவினம் ஈ(cid:169) ெசய்தல்,3,177.0,171.0,169.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,healthcare,B 20-28-00 210-20-01-00 Reimbursement of Medical Expenses 1 1 1,10,20.0,-28.0,-0.0,210.0,-20.0,-1.0,-0.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,பயணச்ச(cid:179)ைக,1,179.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,B 20-28-00 210-20-02-00 Leave Travel Concession 1 1 1,10,20.0,-28.0,-0.0,210.0,-20.0,-2.0,-0.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,சீ(cid:177)ைட - அ(cid:179)வலக உதவியாளர்,2,177.0,179.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,6,camelot,other,B 20-28-00 210-20-04-03 Uniform-Office Assistant 10 10 10,10,20.0,-28.0,-0.0,210.0,-20.0,-4.0,-3.0,10.0,10.0,10.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,2022-2023 2023-2024 2023-2024 2024-2025,8,2022.0,-2023.0,2023.0,-2024.0,2023.0,-2024.0,2024.0,-2025.0,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,((cid:196)பாய் ஆயிரத்தில்),1,196.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,பயிற்சி - அ(cid:179)வலர்,1,179.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,B 20-28-00 210-20-06-01 Training-Officer 1 1 1,10,20.0,-28.0,-0.0,210.0,-20.0,-6.0,-1.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,ம(cid:177)த்(cid:171)வமைன ம(cid:177)த்(cid:171)வ ெசல(cid:182)- அ(cid:179)வலர்,6,177.0,171.0,177.0,171.0,182.0,179.0,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,healthcare,B 20-28-00 210-20-08-01 Hospitalisation Benefits-Officer 1 1 1,10,20.0,-28.0,-0.0,210.0,-20.0,-8.0,-1.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,ம(cid:177)த்(cid:171)வமைன ம(cid:177)த்(cid:171)வ ெசல(cid:182)- பணியாளர்,5,177.0,171.0,177.0,171.0,182.0,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,healthcare,B 20-28-00 210-20-08-02 Hospitalisation Benefits-Staff 1 1 1,10,20.0,-28.0,-0.0,210.0,-20.0,-8.0,-2.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,நலவசதி ெசல(cid:182)-அ(cid:179)வலர்,2,182.0,179.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,social_welfare,B 20-28-00 210-20-10-01 Staff welfare expenses-Officer 25 25 25,10,20.0,-28.0,-0.0,210.0,-20.0,-10.0,-1.0,25.0,25.0,25.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,நலவசதி ெசல(cid:182)-பணியாளர்,1,182.0,,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,social_welfare,B 20-28-00 210-20-10-02 Staff welfare expenses-Staff 1 1 1,10,20.0,-28.0,-0.0,210.0,-20.0,-10.0,-2.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,ஓய்(cid:201)தியம் பங்களிப்(cid:174)-அயற்பணியாளர்-மற்றவர்,2,201.0,174.0,,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,B 20-28-00 210-30-04-07 Pension contribution to Deputationist-Other 1 1 1,10,20.0,-28.0,-0.0,210.0,-30.0,-4.0,-7.0,1.0,1.0,1.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,வி(cid:169)ப்(cid:174) ஒப்பைடப்(cid:174) - அ(cid:179)வலர் மற்(cid:178)ம் பணியாளர்,5,169.0,174.0,174.0,179.0,178.0,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,B 20-28-00 210-40-01-01 Leave encashment-Officer and staff 816 3000 3000 3000,11,20.0,-28.0,-0.0,210.0,-40.0,-1.0,-1.0,816.0,3000.0,3000.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,வி(cid:169)ப்(cid:174) ஒப்பைடப்(cid:174) - மற்றவர்,3,169.0,174.0,174.0,,,,,,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,7,camelot,other,B 20-28-00 210-40-01-02 Leave encashment-Other Staff 100 100 100,10,20.0,-28.0,-0.0,210.0,-40.0,-1.0,-2.0,100.0,100.0,100.0
TN Budget 2024-25 Detailed Demands for Grants.pdf,8,camelot,other,2022-2023 2023-2024 2023-2024 2024-2025,8,2022.0,-2023.0,2023.0,-2024.0,2023.0,-2024.0,2024.0,-2025.0,,
TN Budget 2024-25 Detailed Demands for Grants.pdf,8,camelot,other,((cid:196)பாய் ஆயிரத்தில்),1,196.0,,,,,,,,,
